year,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted
2000-01-01,98,Croatia,1.29,40.99100000000001,January 2000,Coalition of the Social Democratic Party of Croatia and the Croatian Social-liberal Party,52.87839000000001
2000-01-01,20,Croatia,2.985,,January 2000,Social Democratic Party of Croatia,
2000-01-01,40,Croatia,0.0,1.176,January 2000,Liberal Party,0.0
2000-01-01,70,Croatia,1.712,24.46,January 2000,Croatian Democratic Union,41.87552
2000-01-01,40,Croatia,1.587,1.176,January 2000,Croatian People’s Party,1.8663119999999997
2000-01-01,70,Croatia,4.294,5.19,January 2000,Croatian Party of Rights,22.28586
2000-01-01,80,Croatia,4.31,9.996,January 2000,Croatian Peasant Party,43.08276
2000-01-01,90,Croatia,4.2780000000000005,2.352,January 2000,Istrian Democratic Assembly,10.061856
2003-01-01,98,Croatia,0.0,4.047,November 2003,Coalition of the Croatian Social-liberal Party and the Democratic Centre,0.0
2003-01-01,20,Croatia,4.242,22.6,November 2003,Social Democratic Party of Croatia,95.8692
2003-01-01,40,Croatia,2.12,2.7119999999999997,November 2003,Liberal Party,5.74944
2003-01-01,70,Croatia,0.405,33.913000000000004,November 2003,Croatian Democratic Union,13.734765000000003
2003-01-01,40,Croatia,7.396,8.0,November 2003,Croatian People’s Party,59.168
2003-01-01,70,Croatia,0.0,6.4,November 2003,Croatian Party of Rights,0.0
2003-01-01,80,Croatia,0.633,7.155,November 2003,Croatian Peasant Party,4.529115
2003-01-01,90,Croatia,8.824,,November 2003,Independent Democratic Serbian Party,
2003-01-01,95,Croatia,5.357,3.975,November 2003,Croatian Party of Pensioners,21.294075000000003
2007-01-01,20,Croatia,4.857,31.234,November 2007,Social Democratic Party of Croatia,151.703538
2007-01-01,70,Croatia,0.442,36.552,November 2007,Croatian Democratic Union,16.155984
2007-01-01,40,Croatia,2.251,6.8,November 2007,Croatian People’s Party - Liberal Democrats,15.306799999999999
2007-01-01,90,Croatia,0.0,,November 2007,Independent Democratic Serbian Party,
2007-01-01,95,Croatia,1.765,1.794,November 2007,Croatian Democratic Assembly of Slavonia and Baranja,3.16641
2007-01-01,90,Croatia,2.105,1.541,November 2007,Istrian Democratic Assembly,3.2438049999999996
2011-01-01,30,Croatia,2.135,40.719,December 2011,Kukuriku Coalition,86.935065
2011-01-01,20,Croatia,4.444,5.175,December 2011,Croatian Labourists - Labour Party,22.9977
2011-01-01,40,Croatia,0.0,2.8160000000000003,December 2011,Independent List of Ivan Grubišić,0.0
2011-01-01,70,Croatia,3.593,23.919,December 2011,Croatian Democratic Union,85.940967
2011-01-01,80,Croatia,0.106,2.9930000000000003,December 2011,Croatian Peasant Party,0.31725800000000004
2011-01-01,90,Croatia,19.101,,December 2011,Independent Democratic Serbian Party,
2011-01-01,95,Croatia,3.67,2.932,December 2011,Croatian Democratic Assembly of Slavonia and Baranja,10.76044
2015-01-01,30,Croatia,3.64,31.401999999999997,November 2015,Croatia is growing,114.30328
2015-01-01,60,Croatia,2.02,32.592,November 2015,Patriotic Coalition,65.83584
2015-01-01,90,Croatia,0.0,1.7830000000000001,November 2015,Our Own Right,0.0
2015-01-01,40,Croatia,0.0,1.4609999999999999,November 2015,People's Party - Reformists,0.0
2015-01-01,40,Croatia,0.0,12.831,November 2015,Bridge of Independent Lists,0.0
2015-01-01,95,Croatia,0.0,1.287,November 2015,Croatian Democratic Assembly of Slavonia and Baranja,0.0
2015-01-01,95,Croatia,8.943,4.01,November 2015,Human Shield,35.86143
2015-01-01,95,Croatia,16.393,3.1919999999999997,November 2015,Milan Bandić 365 - The Party of Labour and Solidarity,52.326456
2016-01-01,30,Croatia,3.2539999999999996,32.795,September 2016,People's coalition,106.71493
2016-01-01,40,Croatia,3.766,3.966,September 2016,Coalition for Prime Minister,14.935956000000001
2016-01-01,90,Croatia,1.17,2.224,September 2016,Even Stronger Istria Coalition,2.60208
2016-01-01,40,Croatia,1.256,9.648,September 2016,Bridge of Independent Lists,12.117887999999999
2016-01-01,70,Croatia,3.5780000000000003,32.911,September 2016,Croatian Democratic Union,117.75555800000001
1990-01-01,20,Czech Republic,5.195,13.200999999999999,June 1990,Communist Party of Czechoslovakia,68.579195
1990-01-01,40,Czech Republic,0.599,49.352,June 1990,Civic Forum,29.561847999999998
1990-01-01,60,Czech Republic,3.846,,June 1990,Czechoslovak People’s Party,
1990-01-01,50,Czech Republic,3.005,8.39,June 1990,Christian and Democratic Union,25.21195
1990-01-01,90,Czech Republic,0.0,10.005,June 1990,Movement for an Autonomous Democracy - Society for Moravia-Silesia,0.0
1992-01-01,20,Czech Republic,5.689,14.023,June 1992,Left Bloc,79.776847
1992-01-01,30,Czech Republic,12.600999999999999,6.518,June 1992,Czechoslovak Social Democratic Party,82.13331799999999
1992-01-01,40,Czech Republic,1.79,5.916,June 1992,Civic Democratic Alliance,10.589640000000001
1992-01-01,60,Czech Republic,0.5680000000000001,,June 1992,Civic Democratic Party,
1992-01-01,60,Czech Republic,1.3659999999999999,29.67,June 1992,Civic Democratic Party - Christian Democratic Party,40.52922
1992-01-01,40,Czech Republic,3.333,6.506,June 1992,Liberal Social Union,21.684498
1992-01-01,50,Czech Republic,2.165,,June 1992,Christian Democratic Party,
1992-01-01,50,Czech Republic,2.247,6.2650000000000015,June 1992,Christian and Democratic Union - Czech People's Party,14.077455000000002
1992-01-01,70,Czech Republic,0.0,5.967000000000001,June 1992,Association for the Republic – Republican Party of Czechoslovakia,0.0
1992-01-01,90,Czech Republic,1.4180000000000001,5.86,June 1992,Movement for an Autonomous Democracy - Society for Moravia-Silesia,8.30948
1996-01-01,20,Czech Republic,5.34,10.334000000000001,May 1996,Communist Party of Bohemia and Moravia,55.18356000000001
1996-01-01,30,Czech Republic,3.3139999999999996,26.443,May 1996,Czech Social Democratic Party,87.63210199999999
1996-01-01,40,Czech Republic,4.1819999999999995,6.36,May 1996,Civic Democratic Alliance,26.59752
1996-01-01,60,Czech Republic,1.723,29.616999999999997,May 1996,Civic Democratic Party,51.030091
1996-01-01,50,Czech Republic,2.778,8.076,May 1996,Christian and Democratic Union - Czech People's Party,22.435128000000002
1996-01-01,70,Czech Republic,0.0,8.006,May 1996,Association for the Republic – Republican Party of Czechoslovakia,0.0
1996-01-01,95,Czech Republic,8.511000000000001,3.09,May 1996,Pensioners for a Life Security,26.298990000000003
1998-01-01,20,Czech Republic,1.9369999999999998,11.032,June 1998,Communist Party of Bohemia and Moravia,21.368983999999998
1998-01-01,30,Czech Republic,2.102,32.309,June 1998,Czech Social Democratic Party,67.913518
1998-01-01,60,Czech Republic,2.083,27.741,June 1998,Civic Democratic Party,57.78450300000001
1998-01-01,60,Czech Republic,0.897,8.604000000000001,June 1998,Freedom Union,7.717788000000001
1998-01-01,50,Czech Republic,1.31,8.996,June 1998,Christian and Democratic Union - Czech People's Party,11.78476
1998-01-01,70,Czech Republic,4.348,3.9,June 1998,Association for the Republic – Republican Party of Czechoslovakia,16.9572
1998-01-01,95,Czech Republic,2.439,3.06,June 1998,Pensioners for a Life Security,7.4633400000000005
2002-01-01,20,Czech Republic,2.0980000000000003,18.512,June 2002,Communist Party of Bohemia and Moravia,38.838176000000004
2002-01-01,30,Czech Republic,5.31,30.206999999999997,June 2002,Czech Social Democratic Party,160.39916999999997
2002-01-01,60,Czech Republic,1.795,24.475,June 2002,Civic Democratic Party,43.932625
2002-01-01,60,Czech Republic,1.105,14.276,June 2002,Christian and Democratic Union - Czech People's Party -  Freedom Union - Democratic Union,15.77498
2002-01-01,70,Czech Republic,2.39,0.97,June 2002,Association for the Republic – Republican Party of Czechoslovakia,2.3183000000000002
2006-01-01,10,Czech Republic,5.046,6.29,June 2006,Green Party,31.739340000000002
2006-01-01,20,Czech Republic,6.882999999999999,12.81,June 2006,Communist Party of Bohemia and Moravia,88.17123
2006-01-01,30,Czech Republic,6.769,32.32,June 2006,Czech Social Democratic Party,218.77408
2006-01-01,60,Czech Republic,4.319,35.38,June 2006,Civic Democratic Party,152.80622
2006-01-01,50,Czech Republic,1.814,7.23,June 2006,Christian and Democratic Union - Czech People's Party,13.11522
2010-01-01,10,Czech Republic,4.907,2.44,May 2010,Green Party,11.97308
2010-01-01,20,Czech Republic,1.818,11.27,May 2010,Communist Party of Bohemia and Moravia,20.48886
2010-01-01,30,Czech Republic,4.769,22.09,May 2010,Czech Social Democratic Party,105.34721
2010-01-01,60,Czech Republic,1.19,20.22,May 2010,Civic Democratic Party,24.061799999999998
2010-01-01,50,Czech Republic,2.9010000000000002,4.4,May 2010,Christian and Democratic Union - Czech People's Party,12.764400000000002
2010-01-01,50,Czech Republic,1.943,16.71,May 2010,"Tradition, Responsibility, Prosperity 09",32.467530000000004
2010-01-01,90,Czech Republic,1.186,10.88,May 2010,Public Affairs,12.90368
2013-01-01,10,Czech Republic,7.449,3.2,October 2013,Green Party,23.8368
2013-01-01,20,Czech Republic,5.263,14.91,October 2013,Communist Party of Bohemia and Moravia,78.47133
2013-01-01,30,Czech Republic,3.2560000000000002,20.459,October 2013,Czech Social Democratic Party,66.614504
2013-01-01,60,Czech Republic,3.188,7.73,October 2013,Civic Democratic Party,24.643240000000002
2013-01-01,40,Czech Republic,3.4530000000000003,18.657,October 2013,ANO 2011,64.422621
2013-01-01,50,Czech Republic,0.898,6.78,October 2013,Christian and Democratic Union - Czech People's Party,6.08844
2013-01-01,50,Czech Republic,3.177,11.999,October 2013,"Tradition, Responsibility, Prosperity 09",38.120823
2013-01-01,70,Czech Republic,3.4360000000000004,6.888,October 2013,Tomio Okamura's Dawn of Direct Democracy,23.667168000000004
2017-01-01,20,Czech Republic,4.439,7.768,October 2017,Communist Party of Bohemia and Moravia,34.482152
2017-01-01,30,Czech Republic,8.276,7.278,October 2017,Czech Social Democratic Party,60.232727999999994
2017-01-01,60,Czech Republic,1.3659999999999999,11.322000000000001,October 2017,Civic Democratic Party,15.465852
2017-01-01,40,Czech Republic,1.4709999999999999,29.642,October 2017,ANO 2011,43.603381999999996
2017-01-01,50,Czech Republic,1.7990000000000002,5.8020000000000005,October 2017,Christian and Democratic Union - Czech People's Party,10.437798000000003
2017-01-01,50,Czech Republic,1.273,5.312,October 2017,"Tradition, Responsibility, Prosperity 09",6.762176
2017-01-01,60,Czech Republic,0.191,5.18,October 2017,Mayors and Independents,0.9893799999999999
2017-01-01,70,Czech Republic,0.485,10.642000000000001,October 2017,Freedom and Direct Democracy,5.161370000000001
2017-01-01,95,Czech Republic,0.193,10.797,October 2017,Czech Pirate Party,2.0838210000000004
1992-01-01,20,Estonia,0.0,13.602,September 1992,Electoral Union ‘Secure Home',0.0
1992-01-01,30,Estonia,6.215,,September 1992,Estonian Social Democratic Party,
1992-01-01,30,Estonia,0.0,9.728,September 1992,Electoral coalition Estonian Rural Center Party - Estonian Social Democratic Party,0.0
1992-01-01,40,Estonia,2.778,12.248,September 1992,Electoral Union ‘Popular Front',34.024944
1992-01-01,60,Estonia,0.27899999999999997,22.003,September 1992,National Coalition Pro Patria,6.138837
1992-01-01,60,Estonia,0.0,8.786,September 1992,Estonian National Independence Party,0.0
1992-01-01,80,Estonia,0.0,6.881,September 1992,Electoral Union ‘Estonian Citizen',0.0
1992-01-01,95,Estonia,0.0,7.122000000000001,September 1992,Electoral Union ‘Independent Royalists',0.0
1995-01-01,30,Estonia,0.943,5.989,March 1995,Electoral coalition Estonian Rural Center Party - Estonian Social Democratic Party,5.647627
1995-01-01,40,Estonia,0.0,14.173,March 1995,Estonian Center Party,0.0
1995-01-01,40,Estonia,0.0,16.188,March 1995,Estonian Reform Party,0.0
1995-01-01,60,Estonia,0.0,5.003,March 1995,Republican and Conservative People’s Party ‘Right-wingers',0.0
1995-01-01,60,Estonia,0.0,7.859,March 1995,Electoral Union Pro Patria and Estonian National Independence Party,0.0
1995-01-01,80,Estonia,0.478,,March 1995,Coalition Party,
1995-01-01,80,Estonia,0.478,32.23,March 1995,Coalition Party and Rural Union,15.405939999999998
1995-01-01,90,Estonia,1.98,5.874000000000001,March 1995,Electoral Union ‘Our Home is Estonia',11.630520000000002
1999-01-01,30,Estonia,1.198,15.205,March 1999,People’s Party Moderates,18.21559
1999-01-01,40,Estonia,7.287000000000001,23.414,March 1999,Estonian Center Party,170.61781800000003
1999-01-01,40,Estonia,7.0310000000000015,15.919,March 1999,Estonian Reform Party,111.92648900000003
1999-01-01,60,Estonia,1.235,16.09,March 1999,Pro Patria Union,19.87115
1999-01-01,80,Estonia,1.37,7.632999999999999,March 1999,Coalition Party,10.45721
1999-01-01,80,Estonia,1.899,7.27,March 1999,Estonian Rural People’s Party,13.805729999999999
1999-01-01,90,Estonia,5.127999999999999,6.13,March 1999,Estonian United People’s Party,31.434639999999995
2003-01-01,30,Estonia,5.229,7.0360000000000005,March 2003,People’s Party Moderates,36.791244000000006
2003-01-01,40,Estonia,6.388999999999999,25.403000000000002,March 2003,Estonian Center Party,162.299767
2003-01-01,40,Estonia,3.502,17.711,March 2003,Estonian Reform Party,62.02392199999999
2003-01-01,60,Estonia,4.093999999999999,24.615,March 2003,Union for the Republic,100.77380999999998
2003-01-01,80,Estonia,7.95,13.027000000000001,March 2003,Estonian People’s Union,103.56465000000001
2003-01-01,60,Estonia,0.0,7.3,March 2003,Pro Patria Union,0.0
2007-01-01,10,Estonia,1.364,7.1400000000000015,March 2007,Estonian Greens,9.738960000000002
2007-01-01,30,Estonia,4.336,10.06,March 2007,Social Democratic Party,43.620160000000006
2007-01-01,40,Estonia,3.069,26.08,March 2007,Estonian Center Party,80.03952
2007-01-01,40,Estonia,0.6970000000000001,27.82,March 2007,Estonian Reform Party,19.39054
2007-01-01,60,Estonia,2.113,17.87,March 2007,Pro Patria and Res Publica Union,37.75931
2007-01-01,80,Estonia,10.072000000000001,7.13,March 2007,Estonian People’s Union,71.81336
2011-01-01,10,Estonia,1.734,3.795,March 2011,Estonian Greens,6.5805299999999995
2011-01-01,30,Estonia,5.17,17.093,March 2011,Social Democratic Party,88.37080999999999
2011-01-01,40,Estonia,5.369,23.320999999999998,March 2011,Estonian Center Party,125.21044899999998
2011-01-01,40,Estonia,1.02,28.559,March 2011,Estonian Reform Party,29.130180000000003
2011-01-01,60,Estonia,0.868,20.521,March 2011,Pro Patria and Res Publica Union,17.812228
2011-01-01,80,Estonia,2.7889999999999997,2.1180000000000003,March 2011,Estonian People’s Union,5.907102
2015-01-01,30,Estonia,4.57,15.186,March 2015,Social Democratic Party,69.40002
2015-01-01,40,Estonia,4.593999999999999,24.811999999999998,March 2015,Estonian Center Party,113.98632799999997
2015-01-01,40,Estonia,1.093,27.688000000000002,March 2015,Estonian Reform Party,30.262984000000003
2015-01-01,60,Estonia,2.5780000000000003,8.688,March 2015,Free Party,22.397664000000002
2015-01-01,60,Estonia,2.415,13.7,March 2015,Pro Patria and Res Publica Union,33.085499999999996
2015-01-01,70,Estonia,1.124,8.146,March 2015,Conservative People's Party of Estonia,9.156104000000001
1990-01-01,30,Hungary,6.204,10.895,March 1990,Hungarian Socialist Party,67.59258
1990-01-01,30,Hungary,9.259,2.1180000000000003,March 1990,Hungarian Social Democratic Party,19.610562000000005
1990-01-01,60,Hungary,0.7809999999999999,8.952,March 1990,Federation of Young Democrats,6.991511999999999
1990-01-01,40,Hungary,3.2260000000000004,21.396,March 1990,Alliance of Free Democrats,69.02349600000001
1990-01-01,50,Hungary,0.0,22.894000000000002,March 1990,Hungarian Democratic Forum,0.0
1990-01-01,50,Hungary,2.4659999999999997,6.46,March 1990,Christian Democratic People’s Party,15.930359999999999
1990-01-01,80,Hungary,2.174,11.735,March 1990,Independent Smallholders’ Party,25.511889999999998
1990-01-01,80,Hungary,3.448,0.0,March 1990,Agrarian Alliance,0.0
1994-01-01,30,Hungary,5.0169999999999995,32.99,May 1994,Hungarian Socialist Party,165.51083
1994-01-01,30,Hungary,6.395,0.6,May 1994,Hungarian Social Democratic Party,3.8369999999999997
1994-01-01,60,Hungary,3.073,7.025,May 1994,Federation of Young Democrats,21.587825000000002
1994-01-01,40,Hungary,1.754,19.738,May 1994,Alliance of Free Democrats,34.620452
1994-01-01,50,Hungary,0.47100000000000003,11.735999999999999,May 1994,Hungarian Democratic Forum,5.5276559999999995
1994-01-01,50,Hungary,1.208,7.028,May 1994,Christian Democratic People’s Party,8.489823999999999
1994-01-01,80,Hungary,1.205,8.82,May 1994,Independent Smallholders’ Party,10.628100000000002
1998-01-01,30,Hungary,7.377000000000001,33.51,May 1998,Hungarian Socialist Party,247.20327
1998-01-01,60,Hungary,0.0,28.17,May 1998,Federation of Young Democrats - Hungarian Civic Party - Hungarian Democratic Forum- Alliance,0.0
1998-01-01,40,Hungary,1.153,7.71,May 1998,Alliance of Free Democrats,8.88963
1998-01-01,50,Hungary,0.493,2.85,May 1998,Hungarian Democratic Forum,1.4050500000000001
1998-01-01,50,Hungary,4.617,2.339,May 1998,Christian Democratic People’s Party,10.799163
1998-01-01,70,Hungary,4.027,5.57,May 1998,Hungarian Justice and Life Party,22.430390000000003
1998-01-01,80,Hungary,0.0,13.38,May 1998,Independent Smallholders’ Party,0.0
2002-01-01,30,Hungary,0.0,42.053000000000004,April 2002,Hungarian Socialist Party,0.0
2002-01-01,60,Hungary,0.303,41.07,April 2002,Federation of Young Democrats - Hungarian Civic Party - Hungarian Democratic Forum- Alliance,12.44421
2002-01-01,40,Hungary,12.937000000000001,5.574,April 2002,Alliance of Free Democrats,72.110838
2002-01-01,50,Hungary,4.86,,April 2002,Hungarian Democratic Forum,
2002-01-01,80,Hungary,4.43,1.2,April 2002,Independent Smallholders’ Party,5.316
2006-01-01,30,Hungary,12.922,48.19,April 2006,Hungarian Socialist Party,622.71118
2006-01-01,30,Hungary,12.297,,April 2006,Hungarian Social Democratic Party,
2006-01-01,60,Hungary,4.9110000000000005,42.49,April 2006,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party,208.66839000000002
2006-01-01,40,Hungary,9.141,4.66,April 2006,Alliance of Free Democrats,42.59706
2006-01-01,50,Hungary,3.467,2.85,April 2006,Hungarian Democratic Forum,9.88095
2010-01-01,10,Hungary,10.467,4.15,April 2010,Politics Can Be Different,43.438050000000004
2010-01-01,30,Hungary,4.8,15.28,April 2010,Hungarian Socialist Party,73.344
2010-01-01,30,Hungary,7.5470000000000015,0.08,April 2010,Hungarian Social Democratic Party,0.6037600000000002
2010-01-01,60,Hungary,7.662000000000001,67.88,April 2010,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party,520.0965600000001
2010-01-01,70,Hungary,1.653,12.18,April 2010,Movement for a Better Hungary,20.13354
2014-01-01,10,Hungary,11.876,5.273,April 2014,Politics Can Be Different,62.622147999999996
2014-01-01,30,Hungary,11.593,19.88,April 2014,Hungarian Socialist Party,230.46884
2014-01-01,20,Hungary,9.225,2.742,April 2014,Democratic Coalition,25.29495
2014-01-01,20,Hungary,11.225999999999999,2.057,April 2014,Together 2014 -Dialogue for Hungary Electoral Alliance,23.091882
2014-01-01,60,Hungary,1.416,44.63,April 2014,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party,63.19608
2014-01-01,70,Hungary,1.733,20.583000000000002,April 2014,Movement for a Better Hungary,35.670339000000006
2018-01-01,10,Hungary,3.471,7.055,April 2018,Politics Can Be Different,24.487905
2018-01-01,20,Hungary,13.055,1.787,April 2018,Dialogue for Hungary,23.329285
2018-01-01,30,Hungary,9.687,10.124,April 2018,Hungarian Socialist Party,98.07118799999999
2018-01-01,20,Hungary,7.486000000000001,5.376,April 2018,Democratic Coalition,40.244736
2018-01-01,20,Hungary,4.973,0.655,April 2018,Together 2014 -Dialogue for Hungary Electoral Alliance,3.257315
2018-01-01,60,Hungary,0.44799999999999995,49.273999999999994,April 2018,Alliance of Federation of Young Democrats - Christian Democratic People's Party,22.074751999999997
2018-01-01,70,Hungary,4.203,19.064,April 2018,Movement for a Better Hungary,80.12599200000001
1993-01-01,20,Latvia,0.0,12.008,June 1993,Harmony for Latvia - Rebirth of the Economy,0.0
1993-01-01,40,Latvia,0.44799999999999995,32.412,June 1993,Latvian Way Union,14.520575999999998
1993-01-01,40,Latvia,1.695,0.136,June 1993,Latvian Liberal Party,0.23052000000000003
1993-01-01,40,Latvia,3.7039999999999997,4.766,June 1993,Democratic Centre Party,17.653264
1993-01-01,50,Latvia,1.923,5.013,June 1993,Christian Democratic Union,9.639999
1993-01-01,60,Latvia,0.0,13.355,June 1993,Latvian National Independence Movement,0.0
1993-01-01,70,Latvia,0.0,5.352,June 1993,For Fatherland and Freedom,0.0
1993-01-01,80,Latvia,0.0,10.651,June 1993,Latvian Farmers’ Union,0.0
1993-01-01,90,Latvia,0.0,5.763,June 1993,Equal Rights,0.0
1995-01-01,30,Latvia,4.651,5.607,September 1995,Latvian Socialist Party,26.078157
1995-01-01,20,Latvia,1.695,7.182,September 1995,Latvian Unity Party,12.173490000000001
1995-01-01,40,Latvia,2.381,14.714,September 1995,Latvian Way Union,35.034034
1995-01-01,40,Latvia,3.509,15.222000000000001,September 1995,Democratic Party ‘Saimnieks’,53.41399800000001
1995-01-01,20,Latvia,2.174,5.577000000000001,September 1995,National Harmony Party,12.124398000000001
1995-01-01,60,Latvia,0.0,6.346,September 1995,Coalition Latvian National Conservative Party and Latvian Green Party,0.0
1995-01-01,70,Latvia,0.0,11.993,September 1995,For Fatherland and Freedom,0.0
1995-01-01,70,Latvia,0.0,14.966,September 1995,Popular Movement for Latvia-Zigerista Party,0.0
1995-01-01,80,Latvia,0.0,6.361000000000001,September 1995,"Coalition of Latvian Farmers' Union, Latvian Christian Democratic Union and Democratic Party of Latgale",0.0
1998-01-01,30,Latvia,2.675,12.878,October 1998,Latvian Social Democratic Alliance,34.44865
1998-01-01,40,Latvia,1.2109999999999999,18.148,October 1998,Latvian Way Union,21.977227999999997
1998-01-01,20,Latvia,5.042,14.200999999999999,October 1998,National Harmony Party,71.60144199999999
1998-01-01,40,Latvia,0.0,7.348,October 1998,New Party,0.0
1998-01-01,60,Latvia,0.615,21.305,October 1998,People’s Party,13.102575
1998-01-01,70,Latvia,2.481,14.732000000000001,October 1998,For Fatherland and Freedom - Latvian National Independence Movement,36.550092
2002-01-01,80,Latvia,6.977,9.468,October 2002,Greens' and Farmers’ Union,66.05823600000001
2002-01-01,40,Latvia,0.0,4.89,October 2002,Latvian Way Union,0.0
2002-01-01,30,Latvia,4.8389999999999995,19.095,October 2002,For Human Rights in a United Latvia,92.40070499999999
2002-01-01,60,Latvia,4.478,23.979,October 2002,New Era,107.377962
2002-01-01,50,Latvia,0.0,9.569,October 2002,Latvia’s First Party,0.0
2002-01-01,60,Latvia,0.0,16.687,October 2002,People’s Party,0.0
2002-01-01,70,Latvia,1.3330000000000002,5.392,October 2002,For Fatherland and Freedom - Latvian National Independence Movement,7.1875360000000015
2006-01-01,20,Latvia,14.474,14.423,October 2006,Concord Centre,208.758502
2006-01-01,40,Latvia,0.0,8.581,October 2006,‘Latvia's First Party' and ‘Latvian Way' Union,0.0
2006-01-01,80,Latvia,1.6669999999999998,16.705,October 2006,Greens' and Farmers’ Union,27.847234999999994
2006-01-01,30,Latvia,8.475,6.026,October 2006,For Human Rights in a United Latvia,51.07035
2006-01-01,60,Latvia,2.985,16.375999999999998,October 2006,New Era,48.88235999999999
2006-01-01,60,Latvia,0.0,19.558,October 2006,People’s Party,0.0
2006-01-01,70,Latvia,35.294000000000004,6.941,October 2006,For Fatherland and Freedom - Latvian National Independence Movement,244.97565400000002
2010-01-01,20,Latvia,4.412,26.608,October 2010,Concord Centre,117.394496
2010-01-01,40,Latvia,0.0,7.819,October 2010,For a Good Latvia,0.0
2010-01-01,60,Latvia,4.2860000000000005,31.903000000000002,October 2010,Unity,136.73625800000002
2010-01-01,70,Latvia,1.724,7.835,October 2010,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',13.50754
2010-01-01,80,Latvia,3.2260000000000004,20.112000000000002,October 2010,Greens' and Farmers’ Union,64.88131200000001
2011-01-01,20,Latvia,14.634,28.62,September 2011,Concord Centre,418.82508
2011-01-01,60,Latvia,3.333,19.0,September 2011,Unity,63.327000000000005
2011-01-01,70,Latvia,7.843,14.005999999999998,September 2011,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',109.84905799999999
2011-01-01,80,Latvia,1.6130000000000002,12.327,September 2011,Greens' and Farmers’ Union,19.883451
2011-01-01,60,Latvia,4.762,21.014,September 2011,Zatlers' Reform Party,100.06866799999999
2014-01-01,60,Latvia,5.455,22.011,October 2014,Unity,120.070005
2014-01-01,70,Latvia,6.667000000000001,16.719,October 2014,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',111.46557300000002
2014-01-01,80,Latvia,1.111,19.658,October 2014,Greens' and Farmers’ Union,21.840038
2014-01-01,30,Latvia,29.787,23.153000000000002,October 2014,Social Democartic Party Harmony,689.658411
2014-01-01,60,Latvia,4.0,6.897,October 2014,For Latvia from the Heart,27.588
2014-01-01,90,Latvia,7.692,6.707999999999999,October 2014,Latvian Association of Regions,51.597936
2018-01-01,40,Latvia,17.708,12.12,October 2018,Development/For!,214.62095999999997
2018-01-01,60,Latvia,5.332999999999999,6.739,October 2018,Unity,35.939086999999994
2018-01-01,70,Latvia,6.897,11.08,October 2018,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',76.41876
2018-01-01,80,Latvia,3.509,9.973,October 2018,Greens' and Farmers’ Union,34.995257
2018-01-01,30,Latvia,7.042000000000001,19.919,October 2018,Social Democartic Party Harmony,140.26959800000003
2018-01-01,60,Latvia,1.429,13.67,October 2018,New Conservative Party,19.53443
2018-01-01,70,Latvia,1.724,14.334000000000001,October 2018,Who owns the state?,24.711816000000002
1992-01-01,20,Lithuania,1.695,43.976000000000006,October 1992,Lithuanian Democratic Labour Party,74.53932000000002
1992-01-01,30,Lithuania,1.4509999999999998,6.047999999999999,October 1992,Lithuanian Social Democratic Party,8.775647999999999
1992-01-01,40,Lithuania,2.239,2.524,October 1992,Centre Movement of Lithuania,5.651236
1992-01-01,40,Lithuania,0.0,21.171999999999997,October 1992,Sajudis Coalition,0.0
1992-01-01,50,Lithuania,1.916,,October 1992,Lithuanian Christian Democratic Party,
1992-01-01,60,Lithuania,0.0,,October 1992,Lithuanian Democratic Party,
1992-01-01,95,Lithuania,0.0,,October 1992,Lithuanian Union of Political Prisoners and Deportees,
1992-01-01,50,Lithuania,0.639,12.61,October 1992,Lithuanian Christian Democratic Party Coalition,8.05779
1992-01-01,70,Lithuania,0.73,1.986,October 1992,Lithuanian National Union,1.4497799999999998
1992-01-01,90,Lithuania,2.174,2.14,October 1992,Lithuanian Polish Union,4.65236
1996-01-01,20,Lithuania,2.394,10.011000000000001,October 1996,Lithuanian Democratic Labour Party,23.966334000000003
1996-01-01,30,Lithuania,3.02,6.944,October 1996,Lithuanian Social Democratic Party,20.97088
1996-01-01,40,Lithuania,1.355,8.672,October 1996,Lithuanian Centre Union,11.75056
1996-01-01,50,Lithuania,1.944,10.425999999999998,October 1996,Lithuanian Christian Democratic Party,20.268143999999996
1996-01-01,60,Lithuania,2.9130000000000003,,October 1996,Lithuanian Democratic Party,
1996-01-01,60,Lithuania,2.062,31.34,October 1996,Homeland Union,64.62307999999999
2000-01-01,30,Lithuania,5.012,31.081999999999997,October 2000,A. Brazauskas Social Democratic Coalition,155.78298399999997
2000-01-01,40,Lithuania,1.6469999999999998,19.636,October 2000,New Union (Social Liberals),32.340492
2000-01-01,40,Lithuania,1.6130000000000002,2.8569999999999998,October 2000,Lithuanian Centre Union,4.608341
2000-01-01,40,Lithuania,0.585,17.252,October 2000,Lithuanian Liberal Union,10.092419999999999
