index,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted,parfamName
2002-01-01,40,Belgium,4.351,14.304,1999-06-01,Flemish Liberals and Democrats,62.236704,LIB
2003-01-01,40,Belgium,1.493,15.356,2003-05-01,Flemish Liberals and Democrats,22.926508,LIB
2004-01-01,40,Belgium,1.493,15.356,2003-05-01,Flemish Liberals and Democrats,22.926508,LIB
2005-01-01,40,Belgium,1.493,15.356,2003-05-01,Flemish Liberals and Democrats,22.926508,LIB
2006-01-01,40,Belgium,1.493,15.356,2003-05-01,Flemish Liberals and Democrats,22.926508,LIB
2007-01-01,40,Belgium,9.462,11.83,2007-06-01,Open Flemish Liberals and Democrats,111.93546,LIB
2008-01-01,40,Belgium,9.462,11.83,2007-06-01,Open Flemish Liberals and Democrats,111.93546,LIB
2009-01-01,40,Belgium,9.462,11.83,2007-06-01,Open Flemish Liberals and Democrats,111.93546,LIB
2010-01-01,40,Belgium,5.926,8.639,2010-06-01,Open Flemish Liberals and Democrats,51.19471400000001,LIB
2011-01-01,40,Belgium,5.926,8.639,2010-06-01,Open Flemish Liberals and Democrats,51.19471400000001,LIB
2012-01-01,40,Belgium,5.926,8.639,2010-06-01,Open Flemish Liberals and Democrats,51.19471400000001,LIB
2013-01-01,40,Belgium,5.926,8.639,2010-06-01,Open Flemish Liberals and Democrats,51.19471400000001,LIB
2014-01-01,40,Belgium,8.641,9.631,2014-05-01,Open Flemish Liberals and Democrats,83.22147100000002,LIB
2015-01-01,40,Belgium,8.641,9.631,2014-05-01,Open Flemish Liberals and Democrats,83.22147100000002,LIB
2016-01-01,40,Belgium,8.641,9.631,2014-05-01,Open Flemish Liberals and Democrats,83.22147100000002,LIB
2017-01-01,40,Belgium,8.641,9.631,2014-05-01,Open Flemish Liberals and Democrats,83.22147100000002,LIB
2018-01-01,40,Belgium,8.641,9.631,2014-05-01,Open Flemish Liberals and Democrats,83.22147100000002,LIB
2019-01-01,40,Belgium,8.727,8.544,2019-05-01,Open Flemish Liberals and Democrats,74.563488,LIB
2020-01-01,40,Belgium,8.727,8.544,2019-05-01,Open Flemish Liberals and Democrats,74.563488,LIB
1971-01-01,40,Belgium,4.959000000000001,5.662999999999999,1971-11-01,Party of Liberty and Progress,28.08281700000001,LIB
1971-01-01,40,Belgium,0.0,1.31,1971-11-01,Brussels Liberal Party,0.0,LIB
1974-01-01,40,Belgium,2.484,5.596,1974-03-01,Party of Liberty and Progress,13.900464,LIB
1974-01-01,40,Belgium,2.439,1.27,1974-03-01,Liberal Democratic and Pluralist Party,3.09753,LIB
1977-01-01,40,Belgium,2.017,5.895,1977-04-01,Party of Walloon Reform and Liberty,11.890214999999998,LIB
1977-01-01,40,Belgium,3.67,1.131,1977-04-01,Liberal Party,4.15077,LIB
1978-01-01,40,Belgium,4.578,5.204,1978-12-01,Party of Walloon Reform and Liberty,23.823912,LIB
1978-01-01,40,Belgium,3.7039999999999997,0.762,1978-12-01,Liberal Party,2.822448,LIB
1981-01-01,40,Belgium,0.22,8.568999999999999,1981-11-01,Liberal Reformation Party,1.8851800000000003,LIB
1985-01-01,40,Belgium,1.2919999999999998,10.214,1985-10-01,Liberal Reformation Party,13.196488,LIB
1987-01-01,40,Belgium,1.028,9.41,1987-12-01,Liberal Reformation Party,9.67348,LIB
1991-01-01,40,Belgium,0.762,8.141,1991-11-01,Liberal Reformation Party,6.203442,LIB
1995-01-01,40,Belgium,1.27,10.264000000000001,1995-05-01,Liberal Reformation Party - Francophone Democratic Front,13.035280000000002,LIB
1999-01-01,40,Belgium,1.935,10.14,1999-06-01,Liberal Reformation Party - Francophone Democratic Front - Citizens’ Movement for Change,19.6209,LIB
2003-01-01,40,Belgium,5.388999999999999,11.395999999999999,2003-05-01,Reform Movement,61.41304399999999,LIB
2007-01-01,40,Belgium,4.518,12.517000000000001,2007-06-01,Reform Movement,56.551806000000006,LIB
2007-01-01,40,Belgium,2.806,4.027,2007-06-01,List Dedecker,11.299762,LIB
2010-01-01,40,Belgium,4.0089999999999995,9.277999999999999,2010-06-01,Reform Movement,37.19550199999999,LIB
2010-01-01,40,Belgium,4.878,2.307,2010-06-01,List Dedecker,11.253546,LIB
1946-01-01,50,Belgium,8.1,42.538000000000004,1946-02-01,Francophone Christian Social Party and Flemish Christian People’s Party,344.55780000000016,CHR
1947-01-01,50,Belgium,8.1,42.538000000000004,1946-02-01,Francophone Christian Social Party and Flemish Christian People’s Party,344.55780000000016,CHR
1948-01-01,50,Belgium,8.1,42.538000000000004,1946-02-01,Francophone Christian Social Party and Flemish Christian People’s Party,344.55780000000016,CHR
1949-01-01,50,Belgium,3.9,43.549,1949-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,169.84109999999995,CHR
1950-01-01,50,Belgium,3.8,47.678000000000004,1950-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,181.1764,CHR
1951-01-01,50,Belgium,3.8,47.678000000000004,1950-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,181.1764,CHR
1952-01-01,50,Belgium,3.8,47.678000000000004,1950-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,181.1764,CHR
1953-01-01,50,Belgium,3.8,47.678000000000004,1950-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,181.1764,CHR
1954-01-01,50,Belgium,3.2,41.147,1954-04-01,Francophone Christian Social Party and Flemish Christian People’s Party,131.6704,CHR
1955-01-01,50,Belgium,3.2,41.147,1954-04-01,Francophone Christian Social Party and Flemish Christian People’s Party,131.6704,CHR
1956-01-01,50,Belgium,3.2,41.147,1954-04-01,Francophone Christian Social Party and Flemish Christian People’s Party,131.6704,CHR
1957-01-01,50,Belgium,3.2,41.147,1954-04-01,Francophone Christian Social Party and Flemish Christian People’s Party,131.6704,CHR
1958-01-01,50,Belgium,14.286,46.498999999999995,1958-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,664.2847139999999,CHR
1959-01-01,50,Belgium,14.286,46.498999999999995,1958-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,664.2847139999999,CHR
1960-01-01,50,Belgium,14.286,46.498999999999995,1958-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,664.2847139999999,CHR
1961-01-01,50,Belgium,1.587,41.456,1961-03-01,Francophone Christian Social Party and Flemish Christian People’s Party,65.790672,CHR
1962-01-01,50,Belgium,1.587,41.456,1961-03-01,Francophone Christian Social Party and Flemish Christian People’s Party,65.790672,CHR
1963-01-01,50,Belgium,1.587,41.456,1961-03-01,Francophone Christian Social Party and Flemish Christian People’s Party,65.790672,CHR
1964-01-01,50,Belgium,1.587,41.456,1961-03-01,Francophone Christian Social Party and Flemish Christian People’s Party,65.790672,CHR
1965-01-01,50,Belgium,5.385,34.451,1965-05-01,Francophone Christian Social Party and Flemish Christian People’s Party,185.518635,CHR
1966-01-01,50,Belgium,5.385,34.451,1965-05-01,Francophone Christian Social Party and Flemish Christian People’s Party,185.518635,CHR
1967-01-01,50,Belgium,5.385,34.451,1965-05-01,Francophone Christian Social Party and Flemish Christian People’s Party,185.518635,CHR
1968-01-01,50,Belgium,0.956,20.033,1968-03-01,Christian People’s Party,19.151548000000002,CHR
1969-01-01,50,Belgium,0.956,20.033,1968-03-01,Christian People’s Party,19.151548000000002,CHR
1970-01-01,50,Belgium,0.956,20.033,1968-03-01,Christian People’s Party,19.151548000000002,CHR
1971-01-01,50,Belgium,2.5069999999999997,19.672,1971-11-01,Christian People’s Party,49.31770399999999,CHR
1972-01-01,50,Belgium,2.5069999999999997,19.672,1971-11-01,Christian People’s Party,49.31770399999999,CHR
1973-01-01,50,Belgium,2.5069999999999997,19.672,1971-11-01,Christian People’s Party,49.31770399999999,CHR
1974-01-01,50,Belgium,0.461,23.250999999999998,1974-03-01,Christian People’s Party,10.718711,CHR
1975-01-01,50,Belgium,0.461,23.250999999999998,1974-03-01,Christian People’s Party,10.718711,CHR
1976-01-01,50,Belgium,0.461,23.250999999999998,1974-03-01,Christian People’s Party,10.718711,CHR
1977-01-01,50,Belgium,0.9670000000000001,26.191999999999997,1977-04-01,Christian People’s Party,25.327664,CHR
1978-01-01,50,Belgium,4.723,26.134,1978-12-01,Christian People’s Party,123.430882,CHR
1979-01-01,50,Belgium,4.723,26.134,1978-12-01,Christian People’s Party,123.430882,CHR
1980-01-01,50,Belgium,4.723,26.134,1978-12-01,Christian People’s Party,123.430882,CHR
1981-01-01,50,Belgium,1.973,19.339000000000002,1981-11-01,Christian People’s Party,38.15584700000001,CHR
1982-01-01,50,Belgium,1.973,19.339000000000002,1981-11-01,Christian People’s Party,38.15584700000001,CHR
1983-01-01,50,Belgium,1.973,19.339000000000002,1981-11-01,Christian People’s Party,38.15584700000001,CHR
1984-01-01,50,Belgium,1.973,19.339000000000002,1981-11-01,Christian People’s Party,38.15584700000001,CHR
1985-01-01,50,Belgium,2.055,21.293000000000006,1985-10-01,Christian People’s Party,43.75711500000001,CHR
1986-01-01,50,Belgium,2.055,21.293000000000006,1985-10-01,Christian People’s Party,43.75711500000001,CHR
1987-01-01,50,Belgium,4.372,19.454,1987-12-01,Christian People’s Party,85.052888,CHR
1988-01-01,50,Belgium,4.372,19.454,1987-12-01,Christian People’s Party,85.052888,CHR
1989-01-01,50,Belgium,4.372,19.454,1987-12-01,Christian People’s Party,85.052888,CHR
1990-01-01,50,Belgium,4.372,19.454,1987-12-01,Christian People’s Party,85.052888,CHR
1991-01-01,50,Belgium,2.995,16.815,1991-11-01,Christian People’s Party,50.36092500000001,CHR
1992-01-01,50,Belgium,2.995,16.815,1991-11-01,Christian People’s Party,50.36092500000001,CHR
1993-01-01,50,Belgium,2.995,16.815,1991-11-01,Christian People’s Party,50.36092500000001,CHR
1994-01-01,50,Belgium,2.995,16.815,1991-11-01,Christian People’s Party,50.36092500000001,CHR
1995-01-01,50,Belgium,1.829,17.176,1995-05-01,Christian People’s Party,31.414903999999996,CHR
1996-01-01,50,Belgium,1.829,17.176,1995-05-01,Christian People’s Party,31.414903999999996,CHR
1997-01-01,50,Belgium,1.829,17.176,1995-05-01,Christian People’s Party,31.414903999999996,CHR
1998-01-01,50,Belgium,1.829,17.176,1995-05-01,Christian People’s Party,31.414903999999996,CHR
1999-01-01,50,Belgium,2.525,14.088,1999-06-01,Christian Democratic and Flemish,35.57219999999999,CHR
2000-01-01,50,Belgium,2.525,14.088,1999-06-01,Christian Democratic and Flemish,35.57219999999999,CHR
2001-01-01,50,Belgium,2.525,14.088,1999-06-01,Christian Democratic and Flemish,35.57219999999999,CHR
2002-01-01,50,Belgium,2.525,14.088,1999-06-01,Christian Democratic and Flemish,35.57219999999999,CHR
2003-01-01,50,Belgium,3.738,13.249,2003-05-01,Christian Democratic and Flemish,49.524762,CHR
2004-01-01,50,Belgium,3.738,13.249,2003-05-01,Christian Democratic and Flemish,49.524762,CHR
2005-01-01,50,Belgium,3.738,13.249,2003-05-01,Christian Democratic and Flemish,49.524762,CHR
2006-01-01,50,Belgium,3.738,13.249,2003-05-01,Christian Democratic and Flemish,49.524762,CHR
2007-01-01,50,Belgium,6.688,14.808,2007-06-01,Christian Democratic and Flemish,99.035904,CHR
2008-01-01,50,Belgium,6.688,14.808,2007-06-01,Christian Democratic and Flemish,99.035904,CHR
2009-01-01,50,Belgium,6.688,14.808,2007-06-01,Christian Democratic and Flemish,99.035904,CHR
2010-01-01,50,Belgium,6.218999999999999,10.845999999999998,2010-06-01,Christian Democratic and Flemish,67.45127399999998,CHR
2011-01-01,50,Belgium,6.218999999999999,10.845999999999998,2010-06-01,Christian Democratic and Flemish,67.45127399999998,CHR
2012-01-01,50,Belgium,6.218999999999999,10.845999999999998,2010-06-01,Christian Democratic and Flemish,67.45127399999998,CHR
2013-01-01,50,Belgium,6.218999999999999,10.845999999999998,2010-06-01,Christian Democratic and Flemish,67.45127399999998,CHR
2014-01-01,50,Belgium,8.851000000000003,11.61,2014-05-01,Christian Democratic and Flemish,102.76011000000004,CHR
2015-01-01,50,Belgium,8.851000000000003,11.61,2014-05-01,Christian Democratic and Flemish,102.76011000000004,CHR
2016-01-01,50,Belgium,8.851000000000003,11.61,2014-05-01,Christian Democratic and Flemish,102.76011000000004,CHR
2017-01-01,50,Belgium,8.851000000000003,11.61,2014-05-01,Christian Democratic and Flemish,102.76011000000004,CHR
2018-01-01,50,Belgium,8.851000000000003,11.61,2014-05-01,Christian Democratic and Flemish,102.76011000000004,CHR
2019-01-01,50,Belgium,18.487000000000002,8.886000000000003,2019-05-01,Christian Democratic and Flemish,164.2754820000001,CHR
2020-01-01,50,Belgium,18.487000000000002,8.886000000000003,2019-05-01,Christian Democratic and Flemish,164.2754820000001,CHR
1968-01-01,50,Belgium,2.135,11.709000000000001,1968-03-01,Christian Social Party,24.998715,CHR
1971-01-01,50,Belgium,0.0,10.379000000000001,1971-11-01,Christian Social Party,0.0,CHR
1974-01-01,50,Belgium,0.0,9.094,1974-03-01,Christian Social Party,0.0,CHR
1977-01-01,50,Belgium,0.5710000000000001,9.752,1977-04-01,Christian Social Party,5.568392000000001,CHR
1978-01-01,50,Belgium,5.539,10.131,1978-12-01,Christian Social Party,56.115609,CHR
1981-01-01,50,Belgium,1.34,7.149,1981-11-01,Christian Social Party,9.57966,CHR
1985-01-01,50,Belgium,2.9019999999999997,7.952000000000001,1985-10-01,Christian Social Party,23.076704,CHR
1987-01-01,50,Belgium,0.0,8.009,1987-12-01,Christian Social Party,0.0,CHR
1991-01-01,50,Belgium,4.608000000000001,7.7360000000000015,1991-11-01,Christian Social Party,35.647488000000024,CHR
1995-01-01,50,Belgium,5.432,7.726,1995-05-01,Christian Social Party,41.967632,CHR
1999-01-01,50,Belgium,5.8820000000000014,5.879,1999-06-01,Christian Social Party,34.58027800000001,CHR
2003-01-01,50,Belgium,5.877999999999999,5.472,2003-05-01,Humanist Democratic Centre,32.164415999999996,CHR
2007-01-01,50,Belgium,5.621,6.057,2007-06-01,Humanist Democratic Centre,34.046397000000006,CHR
2010-01-01,50,Belgium,8.092,5.522,2010-06-01,Humanist Democratic Centre,44.68402400000001,CHR
1978-01-01,70,Belgium,0.875,1.371,1978-12-01,Flemish Bloc,1.199625,NAT
1979-01-01,70,Belgium,0.875,1.371,1978-12-01,Flemish Bloc,1.199625,NAT
1980-01-01,70,Belgium,0.875,1.371,1978-12-01,Flemish Bloc,1.199625,NAT
1981-01-01,70,Belgium,0.875,1.102,1981-11-01,Flemish Bloc,0.96425,NAT
1982-01-01,70,Belgium,0.875,1.102,1981-11-01,Flemish Bloc,0.96425,NAT
1983-01-01,70,Belgium,0.875,1.102,1981-11-01,Flemish Bloc,0.96425,NAT
1984-01-01,70,Belgium,0.875,1.102,1981-11-01,Flemish Bloc,0.96425,NAT
1985-01-01,70,Belgium,0.875,1.4080000000000001,1985-10-01,Flemish Bloc,1.2320000000000002,NAT
1986-01-01,70,Belgium,0.875,1.4080000000000001,1985-10-01,Flemish Bloc,1.2320000000000002,NAT
1987-01-01,70,Belgium,0.875,1.896,1987-12-01,Flemish Bloc,1.6589999999999998,NAT
1988-01-01,70,Belgium,0.875,1.896,1987-12-01,Flemish Bloc,1.6589999999999998,NAT
1989-01-01,70,Belgium,0.875,1.896,1987-12-01,Flemish Bloc,1.6589999999999998,NAT
1990-01-01,70,Belgium,0.875,1.896,1987-12-01,Flemish Bloc,1.6589999999999998,NAT
1991-01-01,70,Belgium,0.875,6.576000000000001,1991-11-01,Flemish Bloc,5.754000000000001,NAT
1992-01-01,70,Belgium,0.875,6.576000000000001,1991-11-01,Flemish Bloc,5.754000000000001,NAT
1993-01-01,70,Belgium,0.875,6.576000000000001,1991-11-01,Flemish Bloc,5.754000000000001,NAT
1994-01-01,70,Belgium,0.875,6.576000000000001,1991-11-01,Flemish Bloc,5.754000000000001,NAT
1995-01-01,70,Belgium,0.8170000000000001,7.834000000000001,1995-05-01,Flemish Bloc,6.400378000000003,NAT
1996-01-01,70,Belgium,0.8170000000000001,7.834000000000001,1995-05-01,Flemish Bloc,6.400378000000003,NAT
1997-01-01,70,Belgium,0.8170000000000001,7.834000000000001,1995-05-01,Flemish Bloc,6.400378000000003,NAT
1998-01-01,70,Belgium,0.8170000000000001,7.834000000000001,1995-05-01,Flemish Bloc,6.400378000000003,NAT
1999-01-01,70,Belgium,0.8170000000000001,9.87,1999-06-01,Flemish Bloc,8.06379,NAT
2000-01-01,70,Belgium,0.8170000000000001,9.87,1999-06-01,Flemish Bloc,8.06379,NAT
2001-01-01,70,Belgium,0.8170000000000001,9.87,1999-06-01,Flemish Bloc,8.06379,NAT
2002-01-01,70,Belgium,0.8170000000000001,9.87,1999-06-01,Flemish Bloc,8.06379,NAT
2003-01-01,70,Belgium,0.8170000000000001,11.68,2003-05-01,Flemish Bloc,9.54256,NAT
2004-01-01,70,Belgium,0.8170000000000001,11.68,2003-05-01,Flemish Bloc,9.54256,NAT
2005-01-01,70,Belgium,0.8170000000000001,11.68,2003-05-01,Flemish Bloc,9.54256,NAT
2006-01-01,70,Belgium,0.8170000000000001,11.68,2003-05-01,Flemish Bloc,9.54256,NAT
2007-01-01,70,Belgium,3.0380000000000003,11.99,2007-06-01,Flemish Interest,36.42562,NAT
2008-01-01,70,Belgium,3.0380000000000003,11.99,2007-06-01,Flemish Interest,36.42562,NAT
2009-01-01,70,Belgium,3.0380000000000003,11.99,2007-06-01,Flemish Interest,36.42562,NAT
2010-01-01,70,Belgium,0.44,7.763,2010-06-01,Flemish Interest,3.41572,NAT
2011-01-01,70,Belgium,0.44,7.763,2010-06-01,Flemish Interest,3.41572,NAT
2012-01-01,70,Belgium,0.44,7.763,2010-06-01,Flemish Interest,3.41572,NAT
2013-01-01,70,Belgium,0.44,7.763,2010-06-01,Flemish Interest,3.41572,NAT
2014-01-01,70,Belgium,4.063,3.673,2014-05-01,Flemish Interest,14.923399,NAT
2015-01-01,70,Belgium,4.063,3.673,2014-05-01,Flemish Interest,14.923399,NAT
2016-01-01,70,Belgium,4.063,3.673,2014-05-01,Flemish Interest,14.923399,NAT
2017-01-01,70,Belgium,4.063,3.673,2014-05-01,Flemish Interest,14.923399,NAT
2018-01-01,70,Belgium,4.063,3.673,2014-05-01,Flemish Interest,14.923399,NAT
2019-01-01,70,Belgium,7.621,11.949000000000002,2019-05-01,Flemish Interest,91.06332900000002,NAT
2020-01-01,70,Belgium,7.621,11.949000000000002,2019-05-01,Flemish Interest,91.06332900000002,NAT
1954-01-01,90,Belgium,0.0,2.202,1954-04-01,Flemish Christian Peoples’ Union,0.0,ETH
1955-01-01,90,Belgium,0.0,2.202,1954-04-01,Flemish Christian Peoples’ Union,0.0,ETH
1956-01-01,90,Belgium,0.0,2.202,1954-04-01,Flemish Christian Peoples’ Union,0.0,ETH
1957-01-01,90,Belgium,0.0,2.202,1954-04-01,Flemish Christian Peoples’ Union,0.0,ETH
1958-01-01,90,Belgium,0.0,1.9769999999999999,1958-06-01,Peoples’ Union,0.0,ETH
1959-01-01,90,Belgium,0.0,1.9769999999999999,1958-06-01,Peoples’ Union,0.0,ETH
1960-01-01,90,Belgium,0.0,1.9769999999999999,1958-06-01,Peoples’ Union,0.0,ETH
1961-01-01,90,Belgium,0.0,3.465,1961-03-01,Peoples’ Union,0.0,ETH
1962-01-01,90,Belgium,0.0,3.465,1961-03-01,Peoples’ Union,0.0,ETH
1963-01-01,90,Belgium,0.0,3.465,1961-03-01,Peoples’ Union,0.0,ETH
1964-01-01,90,Belgium,0.0,3.465,1961-03-01,Peoples’ Union,0.0,ETH
1965-01-01,90,Belgium,1.376,1.331,1965-05-01,Francophone Democratic Front of Francophones of Brussels,1.8314560000000002,ETH
1966-01-01,90,Belgium,1.376,1.331,1965-05-01,Francophone Democratic Front of Francophones of Brussels,1.8314560000000002,ETH
1967-01-01,90,Belgium,1.376,1.331,1965-05-01,Francophone Democratic Front of Francophones of Brussels,1.8314560000000002,ETH
1968-01-01,90,Belgium,1.2819999999999998,3.383,1968-03-01,Walloon Rally,4.337006,ETH
1969-01-01,90,Belgium,1.2819999999999998,3.383,1968-03-01,Walloon Rally,4.337006,ETH
1970-01-01,90,Belgium,1.2819999999999998,3.383,1968-03-01,Walloon Rally,4.337006,ETH
1971-01-01,90,Belgium,1.2819999999999998,6.691,1971-11-01,Walloon Rally,8.577861999999998,ETH
1972-01-01,90,Belgium,1.2819999999999998,6.691,1971-11-01,Walloon Rally,8.577861999999998,ETH
1973-01-01,90,Belgium,1.2819999999999998,6.691,1971-11-01,Walloon Rally,8.577861999999998,ETH
1974-01-01,90,Belgium,10.311,5.857,1974-03-01,Walloon Rally,60.391527,ETH
1975-01-01,90,Belgium,10.311,5.857,1974-03-01,Walloon Rally,60.391527,ETH
1976-01-01,90,Belgium,10.311,5.857,1974-03-01,Walloon Rally,60.391527,ETH
1977-01-01,90,Belgium,0.0,2.9589999999999996,1977-04-01,Walloon Rally,0.0,ETH
1978-01-01,90,Belgium,1.392,2.866,1978-12-01,Walloon Rally,3.989472,ETH
1979-01-01,90,Belgium,1.392,2.866,1978-12-01,Walloon Rally,3.989472,ETH
1980-01-01,90,Belgium,1.392,2.866,1978-12-01,Walloon Rally,3.989472,ETH
1981-01-01,90,Belgium,4.69,1.7109999999999999,1981-11-01,Walloon Rally,8.02459,ETH
1982-01-01,90,Belgium,4.69,1.7109999999999999,1981-11-01,Walloon Rally,8.02459,ETH
1983-01-01,90,Belgium,4.69,1.7109999999999999,1981-11-01,Walloon Rally,8.02459,ETH
1984-01-01,90,Belgium,4.69,1.7109999999999999,1981-11-01,Walloon Rally,8.02459,ETH
1985-01-01,90,Belgium,0.924,1.193,1985-10-01,Francophone Democratic Front of Francophones,1.102332,ETH
1986-01-01,90,Belgium,0.924,1.193,1985-10-01,Francophone Democratic Front of Francophones,1.102332,ETH
1987-01-01,90,Belgium,1.133,1.162,1987-12-01,Francophone Democratic Front of Francophones,1.316546,ETH
1988-01-01,90,Belgium,1.133,1.162,1987-12-01,Francophone Democratic Front of Francophones,1.316546,ETH
1989-01-01,90,Belgium,1.133,1.162,1987-12-01,Francophone Democratic Front of Francophones,1.316546,ETH
1990-01-01,90,Belgium,1.133,1.162,1987-12-01,Francophone Democratic Front of Francophones,1.316546,ETH
1991-01-01,90,Belgium,1.3419999999999999,1.474,1991-11-01,Francophone Democratic Front of Francophones,1.9781080000000002,ETH
1992-01-01,90,Belgium,1.3419999999999999,1.474,1991-11-01,Francophone Democratic Front of Francophones,1.9781080000000002,ETH
1993-01-01,90,Belgium,1.3419999999999999,1.474,1991-11-01,Francophone Democratic Front of Francophones,1.9781080000000002,ETH
1994-01-01,90,Belgium,1.3419999999999999,1.474,1991-11-01,Francophone Democratic Front of Francophones,1.9781080000000002,ETH
1995-01-01,90,Belgium,0.8809999999999999,4.669,1995-05-01,Peoples’ Union,4.113388999999999,ETH
1996-01-01,90,Belgium,0.8809999999999999,4.669,1995-05-01,Peoples’ Union,4.113388999999999,ETH
1997-01-01,90,Belgium,0.8809999999999999,4.669,1995-05-01,Peoples’ Union,4.113388999999999,ETH
1998-01-01,90,Belgium,0.8809999999999999,4.669,1995-05-01,Peoples’ Union,4.113388999999999,ETH
1999-01-01,90,Belgium,3.6860000000000004,5.561,1999-06-01,People’s Union - Complete Democracy for the 21st century,20.497846000000006,ETH
2000-01-01,90,Belgium,3.6860000000000004,5.561,1999-06-01,People’s Union - Complete Democracy for the 21st century,20.497846000000006,ETH
2001-01-01,90,Belgium,3.6860000000000004,5.561,1999-06-01,People’s Union - Complete Democracy for the 21st century,20.497846000000006,ETH
2002-01-01,90,Belgium,3.6860000000000004,5.561,1999-06-01,People’s Union - Complete Democracy for the 21st century,20.497846000000006,ETH
2003-01-01,90,Belgium,0.909,3.0639999999999996,2003-05-01,New Flemish Alliance,2.785176,ETH
2004-01-01,90,Belgium,0.909,3.0639999999999996,2003-05-01,New Flemish Alliance,2.785176,ETH
2005-01-01,90,Belgium,0.909,3.0639999999999996,2003-05-01,New Flemish Alliance,2.785176,ETH
2006-01-01,90,Belgium,0.909,3.0639999999999996,2003-05-01,New Flemish Alliance,2.785176,ETH
2007-01-01,90,Belgium,4.826000000000001,3.702,2007-06-01,New Flemish Alliance,17.865852000000004,ETH
2008-01-01,90,Belgium,4.826000000000001,3.702,2007-06-01,New Flemish Alliance,17.865852000000004,ETH
2009-01-01,90,Belgium,4.826000000000001,3.702,2007-06-01,New Flemish Alliance,17.865852000000004,ETH
2010-01-01,90,Belgium,3.3089999999999997,17.398,2010-06-01,New Flemish Alliance,57.569981999999996,ETH
2011-01-01,90,Belgium,3.3089999999999997,17.398,2010-06-01,New Flemish Alliance,57.569981999999996,ETH
2012-01-01,90,Belgium,3.3089999999999997,17.398,2010-06-01,New Flemish Alliance,57.569981999999996,ETH
2013-01-01,90,Belgium,3.3089999999999997,17.398,2010-06-01,New Flemish Alliance,57.569981999999996,ETH
2014-01-01,90,Belgium,4.868,20.259,2014-05-01,New Flemish Alliance,98.62081200000002,ETH
2015-01-01,90,Belgium,4.868,20.259,2014-05-01,New Flemish Alliance,98.62081200000002,ETH
2016-01-01,90,Belgium,4.868,20.259,2014-05-01,New Flemish Alliance,98.62081200000002,ETH
2017-01-01,90,Belgium,4.868,20.259,2014-05-01,New Flemish Alliance,98.62081200000002,ETH
2018-01-01,90,Belgium,4.868,20.259,2014-05-01,New Flemish Alliance,98.62081200000002,ETH
2019-01-01,90,Belgium,7.79,16.028,2019-05-01,New Flemish Alliance,124.85812,ETH
2020-01-01,90,Belgium,7.79,16.028,2019-05-01,New Flemish Alliance,124.85812,ETH
1965-01-01,90,Belgium,0.27,6.434,1965-05-01,Peoples’ Union,1.7371800000000002,ETH
1968-01-01,90,Belgium,1.376,2.516,1968-03-01,Francophone Democratic Front of Francophones of Brussels,3.462016,ETH
1968-01-01,90,Belgium,1.524,9.786,1968-03-01,Peoples’ Union,14.913864000000002,ETH
1971-01-01,90,Belgium,1.024,4.541,1971-11-01,Francophone Democratic Front of Francophones of Brussels,4.649984000000001,ETH
1971-01-01,90,Belgium,5.36,11.112,1971-11-01,Peoples’ Union,59.56032,ETH
1974-01-01,90,Belgium,3.234,3.81,1974-03-01,Francophone Democratic Front of Francophones of Brussels,12.32154,ETH
1974-01-01,90,Belgium,5.277,10.198,1974-03-01,Peoples’ Union,53.814846,ETH
1977-01-01,90,Belgium,2.494,4.257,1977-04-01,Francophone Democratic Front of Francophones of Brussels,10.616958,ETH
1977-01-01,90,Belgium,4.545,10.04,1977-04-01,Peoples’ Union,45.6318,ETH
1978-01-01,90,Belgium,3.385,4.25,1978-12-01,Francophone Democratic Front of Francophones of Brussels,14.38625,ETH
1978-01-01,90,Belgium,3.9019999999999997,7.019,1978-12-01,Peoples’ Union,27.388138,ETH
1981-01-01,90,Belgium,4.966,2.5,1981-11-01,Francophone Democratic Front of Francophones of Brussels,12.415,ETH
1981-01-01,90,Belgium,4.975000000000001,9.767,1981-11-01,Peoples’ Union,48.59082500000001,ETH
1985-01-01,90,Belgium,0.0,7.877999999999999,1985-10-01,Peoples’ Union,0.0,ETH
1987-01-01,90,Belgium,2.404,8.048,1987-12-01,Peoples’ Union,19.347392000000006,ETH
1991-01-01,90,Belgium,1.484,5.893,1991-11-01,Peoples’ Union,8.745211999999999,ETH
2006-01-01,10,Cyprus,3.2039999999999997,1.946,2006-05-01,Ecological and Environmental Movement,6.234983999999999,ECO
2007-01-01,10,Cyprus,3.2039999999999997,1.946,2006-05-01,Ecological and Environmental Movement,6.234983999999999,ECO
2008-01-01,10,Cyprus,3.2039999999999997,1.946,2006-05-01,Ecological and Environmental Movement,6.234983999999999,ECO
2009-01-01,10,Cyprus,3.2039999999999997,1.946,2006-05-01,Ecological and Environmental Movement,6.234983999999999,ECO
